EventId,EventTemplate,Occurrences
8861c737,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 206, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3149, in reboot_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3124, in reboot_instance bad_volumes_callback=bad_volumes_callback) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1400, in reboot return self._hard_reboot(context, instance, network_info, block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1429, in _hard_reboot self.destroy(context, instance, network_info, destroy_disks=False, block_device_info=block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 510, in destroy self.cleanup(context, instance, network_info, block_device_info, destroy_disks) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 580, in cleanup LOG.warning('Ignoring Volume Error on vol %(vol_id)s during delete %(exc)s', <*>'vol_id': vol.get('volume_id'), 'exc': exc}, instance=instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 575, in cleanup self._disconnect_volume(connection_info, disk_dev, instance) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 697, in _disconnect_volume raise Exception Exception None""",1
ca86a813,During _sync_instance_power_state the DB power_state (1) does not match the vm_power_state from the hypervisor <*> Updating power_state in the DB to match the hypervisor.,20
485a2872,Ignoring Volume Error on vol None during delete : Exception,4
3fb2a127,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 206, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 4924, in attach_volume do_attach_volume(context, instance, driver_bdm) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 4922, in do_attach_volume bdm.destroy() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 4919, in do_attach_volume return self._attach_volume(context, instance, driver_bdm) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 4953, in _attach_volume volume_id=bdm.volume_id) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 4939, in _attach_volume do_driver_attach=True) File """" usr lib python2.7 site-packages nova virt block_device.py"""", line 54, in wrapped ret_val = method(obj, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova virt block_device.py"""", line 237, in attach volume_api.terminate_connection(context, volume_id, connector) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova virt block_device.py"""", line 231, in attach raise Exception Exception None""",1
b8052b25,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 206, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3149, in reboot_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3124, in reboot_instance bad_volumes_callback=bad_volumes_callback) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 2506, in reboot block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 2575, in _hard_reboot block_device_info=block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 914, in destroy destroy_disks) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1025, in cleanup instance=instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1013, in cleanup self._disconnect_volume(connection_info, disk_dev, instance) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1195, in _disconnect_volume vol_driver.disconnect_volume(connection_info, disk_dev, instance) File """" usr lib python2.7 site-packages nova virt libvirt volume iscsi.py"""", line <*> in disconnect_volume raise Exception Exception None""",2
58995305,""", encryption=encryption) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line <*> in attach_volume raise Exception Exception None""",2
1adb2a42,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 206, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3149, in reboot_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3124, in reboot_instance bad_volumes_callback=bad_volumes_callback) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1400, in reboot return self._hard_reboot(context, instance, network_info, block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1429, in _hard_reboot self.destroy(context, instance, network_info, destroy_disks=False, block_device_info=block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 510, in destroy self.cleanup(context, instance, network_info, block_device_info, destroy_disks) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 584, in cleanup LOG.warning('Ignoring Volume Error on vol %(vol_id)s during delete %(exc)s', <*>'vol_id': vol.get('volume_id'), 'exc': exc}, instance=instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 577, in cleanup raise Exception Exception None""",1
2400b11f,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 206, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3149, in reboot_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3124, in reboot_instance bad_volumes_callback=bad_volumes_callback) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1396, in reboot return self._hard_reboot(context, instance, network_info, block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1429, in _hard_reboot xml = self._get_guest_xml(context, instance, network_info, disk_info, instance.image_meta, block_device_info=block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 2952, in _get_guest_xml conf = self._get_guest_config(instance, network_info, image_meta, disk_info, rescue, block_device_info, context) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 2842, in _get_guest_config storage_configs = self._get_guest_storage_config(instance, image_meta, disk_info, rescue, block_device_info, flavor, guest.os_type) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 2152, in _get_guest_storage_config raise Exception Exception None""",1
331e0eb0,GET 10.0.20.25:35357,2375
9dc05fe3,"""10.0.20.25 """"GET <*> <*> <*> status: 200 len: <*> <*> <*>",876
a0d89467,Cannot reboot instance: <*> object has no attribute 'cache',2
73ee123d,""", fallback_from_host) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line <*> in _try_fetch_image_cache image.cache(fetch_func=fetch_func, context=context, filename=filename, image_id=image_id, size=size) AttributeError: <*> object has no attribute 'cache' None""",2
4bc7e481,GET 10.0.20.28:35357,2651
ca799c5e,"""10.0.20.28 """"GET <*> <*> <*> status: 200 len: <*> <*> <*>",1003
32d1c10f,Cannot reboot instance: <*> takes at least <*> arguments <*> given),2
8ce81960,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 206, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3149, in reboot_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3124, in reboot_instance bad_volumes_callback=bad_volumes_callback) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1396, in reboot return self._hard_reboot(context, instance, network_info, block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1436, in _hard_reboot self._create_images_and_backing(instance, instance_dir, backing_disk_info) TypeError: _create_images_and_backing() takes at least 5 arguments (4 given) None""",1
e4060487,"""Exception during message handling: AttributeError: 'NoneType' object has no attribute '_enginefacade_context' Traceback (most recent call last): File """" usr lib python2.7 site-packages oslo_messaging rpc server.py"""", line 160, in _process_incoming res = self.dispatcher.dispatch(message) File """" usr lib python2.7 site-packages oslo_messaging rpc dispatcher.py"""", line 213, in dispatch return self._do_dispatch(endpoint, method, ctxt, args) File """" usr lib python2.7 site-packages oslo_messaging rpc dispatcher.py"""", line 183, in _do_dispatch result = func(ctxt, **new_args) File """" usr lib python2.7 site-packages nova conductor manager.py"""", line 672, in schedule_and_build_instances objects.BuildRequest.get_by_instance_uuid(pycc_corrupt(context), instance.uuid) File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 184, in wrapper result = fn(cls, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova objects build_request.py"""", line 178, in get_by_instance_uuid db_req = cls._get_by_instance_uuid_from_db(context, instance_uuid) File """" usr lib python2.7 site-packages oslo_db sqlalchemy enginefacade.py"""", line 978, in wrapper with self._transaction_scope(context): File """" usr lib64 python2.7 contextlib.py"""", line 17, in __enter__ return self.gen.next() File """" usr lib python2.7 site-packages oslo_db sqlalchemy enginefacade.py"""", line 996, in _transaction_scope _transaction_contexts_by_thread(context) File """" usr lib python2.7 site-packages oslo_db sqlalchemy enginefacade.py"""", line 1080, in _transaction_contexts_by_thread context._enginefacade_context = _TransactionContextTLocal() AttributeError: 'NoneType' object has no attribute '_enginefacade_context' None""",1
d4a152da,Instance <*> has allocations against this compute host but is not found in the database.,91
b8f641dc,""") File """" usr lib python2.7 site-packages nova compute rpcapi.py"""", line 1114, in build_and_run_instance cctxt = self.router.client(ctxt).prepare( File """" usr lib python2.7 site-packages nova rpc.py"""", line 417, in client transport = context.mq_connection AttributeError: 'NoneType' object has no attribute 'mq_connection' None""",1
